Paper Title,Abstract,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Relevance
Using GitHub Copilot for Test Generation in Python: An Empirical Study,"Writing unit tests is a crucial task in software development, but it is also recognized as a time-consuming and tedious task. As such, numerous test generation approaches have been proposed and investigated. However, most of these test generation tools produce tests that are typically difficult to understand. Recently, Large Language Models (LLMs) have shown promising results in generating source code and supporting software engineering tasks. As such, we investigate the usability of tests generated by GitHub Copilot, a proprietary closed-source code generation tool that uses an LLM. We evaluate GitHub Copilot's test generation abilities both within and without an existing test suite, and we study the impact of different code commenting strategies on test generations. ",https://scispace.com/paper/using-github-copilot-for-test-generation-in-python-an-375jjve9ji,2024,Journal Article,"","Khalid El Haji
Carolin Brandt
Andy Zaidman",10.1145/3644032.3644443,"","- **Relevance Score:** 72/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses GitHub Copilot to generate Python tests, evaluates comment‑based prompts, reports quantitative results, but lacks multi‑model analysis and open‑source release."
Chat-like Asserts Prediction with the Support of Large Language Model,"Unit testing is an essential component of software testing, with the assert statements playing an important role in determining whether the tested function operates as expected. Although research has explored automated test case generation, generating meaningful assert statements remains an ongoing challenge. While several studies have investigated assert statement generation in Java, limited work addresses this task in popular dynamically-typed programming languages like Python. In this paper, we introduce Chat-like execution-based Asserts Prediction (\tool), a novel Large Language Model-based approach for generating meaningful assert statements for Python projects. \tool utilizes the persona, Chain-of-Thought, and one-shot learning techniques in the prompt design, and conducts rounds of communication with LLM and Python interpreter to generate meaningful assert statements. We also present a Python assert statement dataset mined from GitHub. Our evaluation demonstrates that \tool achieves 64.7\% accuracy for single assert statement generation and 62\% for overall assert statement generation, outperforming the existing approaches. We also analyze the mismatched assert statements, which may still share the same functionality and discuss the potential help \tool could offer to the automated Python unit test generation. The findings indicate that \tool has the potential to benefit the SE community through more practical usage scenarios. ",https://scispace.com/paper/chat-like-asserts-prediction-with-the-support-of-large-4s3p641srws5,2024,Journal Article,"","Han Wang
Hanping Hu
Chunyang Chen
Burak Turhan",10.48550/arxiv.2407.21429,"","- **Relevance Score:** 70/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM-driven assert generation with chain‑of‑thought prompts, reports accuracy metrics, but does not address multi‑model configurations."
CoverUp: Coverage-Guided LLM-Based Test Generation,"This paper presents CoverUp, a novel system that drives the generation of high-coverage Python regression tests via a combination of coverage analysis and large-language models (LLMs). CoverUp iteratively improves coverage, interleaving coverage analysis with dialogs with the LLM to focus its attention on as yet uncovered lines and branches. The resulting test suites significantly improve coverage over the current state of the art: compared to CodaMosa, a hybrid LLM / search-based software testing system, CoverUp substantially improves coverage across the board. On a per-module basis, CoverUp achieves median line coverage of 81% (vs. 62%), branch coverage of 53% (vs. 35%) and line+branch coverage of 78% (vs. 55%). We show that CoverUp's iterative, coverage-guided approach is crucial to its effectiveness, contributing to nearly half of its successes.",https://scispace.com/paper/coverup-coverage-guided-llm-based-test-generation-4m362fsnwe,2024,Journal Article,arXiv.org,"Juan Altmayer Pizzorno
Emery D. Berger",10.48550/arxiv.2403.16218,https://scispace.compdf/coverup-coverage-guided-llm-based-test-generation-4m362fsnwe.pdf,"- **Relevance Score:** 70/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM-driven, coverage‑guided test generation achieving 81% line coverage; provides quantitative evaluation versus CodaMosa; lacks detailed prompting methods and does not address single vs multi‑model setups."
An Empirical Study of Unit Test Generation with Large Language Models,"Unit testing is an essential activity in software development for verifying the correctness of software components. However, manually writing unit tests is challenging and time-consuming. The emergence of Large Language Models (LLMs) offers a new direction for automating unit test generation. Existing research primarily focuses on closed-source LLMs (e.g., ChatGPT and CodeX) with fixed prompting strategies, leaving the capabilities of advanced open-source LLMs with various prompting settings unexplored. Particularly, open-source LLMs offer advantages in data privacy protection and have demonstrated superior performance in some tasks. Moreover, effective prompting is crucial for maximizing LLMs' capabilities. In this paper, we conduct the first empirical study to fill this gap, based on 17 Java projects, five widely-used open-source LLMs with different structures and parameter sizes, and comprehensive evaluation metrics. Our findings highlight the significant influence of various prompt factors, show the performance of open-source LLMs compared to the commercial GPT-4 and the traditional Evosuite, and identify limitations in LLM-based unit test generation. We then derive a series of implications from our study to guide future research and practical use of LLM-based unit test generation. ",https://scispace.com/paper/an-empirical-study-of-unit-test-generation-with-large-4raew4bgfu,2024,Preprint,"","Lian Yang
Chen Yang
S. Q. Gao
Weijing Wang
Bo Wang
Qihao Zhu
Changfu Xiao
Jianyi Zhou
Guangtai Liang
Qianxiang Wang
Junjie Chen",10.48550/arxiv.2406.18181,https://scispace.compdf/an-empirical-study-of-unit-test-generation-with-large-4raew4bgfu.pdf,"- **Relevance Score:** 70/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses open-source LLMs to generate unit tests, explores prompting designs, provides coverage and fault‑detection metrics, but focuses on single‑model setups without explicit multi‑model comparison."
Adaptive Test Generation Using a Large Language Model,"Unit tests play a key role in ensuring the correctness of software. However, manually creating unit tests is a laborious task, motivating the need for automation. This paper presents TestPilot, an adaptive test generation technique that leverages Large Language Models (LLMs). TestPilot uses Codex, an off-the-shelf LLM, to automatically generate unit tests for a given program without requiring additional training or few-shot learning on examples of existing tests. In our approach, Codex is provided with prompts that include the signature and implementation of a function under test, along with usage examples extracted from documentation. If a generated test fails, TestPilot's adaptive component attempts to generate a new test that fixes the problem by re-prompting the model with the failing test and error message. We created an implementation of TestPilot for JavaScript and evaluated it on 25 npm packages with a total of 1,684 API functions to generate tests for. Our results show that the generated tests achieve up to 93.1% statement coverage (median 68.2%). Moreover, on average, 58.5% of the generated tests contain at least one assertion that exercises functionality from the package under test. Our experiments with excluding parts of the information included in the prompts show that all components contribute towards the generation of effective test suites. Finally, we find that TestPilot does not generate memorized tests: 92.7% of our generated tests have $\leq$ 50% similarity with existing tests (as measured by normalized edit distance), with none of them being exact copies. ",https://scispace.com/paper/adaptive-test-generation-using-a-large-language-model-2a4hcizk,2023,Posted Content,"","",10.48550/arxiv.2302.06527,https://scispace.com/pdf/adaptive-test-generation-using-a-large-language-model-2a4hcizk.pdf,"- **Relevance Score:** 65/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM-driven test generation with empirical coverage results; mentions prompts but lacks detailed prompting methods; does not explore multi‑model setups."
An Empirical Study of Unit Test Generation with Large Language Models,"Unit testing is an essential activity in software development for verifying the correctness of software components. However, manually writing unit tests is challenging and time-consuming. The emergence of Large Language Models (LLMs) offers a new direction for automating unit test generation. Existing research primarily focuses on closed-source LLMs (e.g., ChatGPT and CodeX) with fixed prompting strategies, leaving the capabilities of advanced open-source LLMs with various prompting settings unexplored. Particularly, open-source LLMs offer advantages in data privacy protection and have demonstrated superior performance in some tasks. Moreover, effective prompting is crucial for maximizing LLMs' capabilities. In this paper, we conduct the first empirical study to fill this gap, based on 17 Java projects, five widely-used open-source LLMs with different structures and parameter sizes, and comprehensive evaluation metrics. Our findings highlight the significant influence of various prompt factors, show the performance of open-source LLMs compared to the commercial GPT-4 and the traditional Evosuite, and identify limitations in LLM-based unit test generation. We then derive a series of implications from our study to guide future research and practical use of LLM-based unit test generation. ",https://scispace.com/paper/an-empirical-study-of-unit-test-generation-with-large-4raew4bgfu,2024,Preprint,"","Lian Yang
Chen Yang
S. Q. Gao
Weijing Wang
Bo Wang
Qihao Zhu
Changfu Xiao
Jianyi Zhou
Guangtai Liang
Qianxiang Wang
Junjie Chen",10.48550/arxiv.2406.18181,https://scispace.compdf/an-empirical-study-of-unit-test-generation-with-large-4raew4bgfu.pdf,"- **Relevance Score:** 65/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Empirical study evaluates LLM-generated unit tests, detailed prompting experiments, quantitative coverage metrics, compares several LLMs but lacks a novel system or ensemble design."
Automatic Generation of Test Cases based on Bug Reports: a Feasibility Study with Large Language Models,"Software testing is a core discipline in software engineering where a large array of research results has been produced, notably in the area of automatic test generation. Because existing approaches produce test cases that either can be qualified as simple (e.g. unit tests) or that require precise specifications, most testing procedures still rely on test cases written by humans to form test suites. Such test suites, however, are incomplete: they only cover parts of the project or they are produced after the bug is fixed. Yet, several research challenges, such as automatic program repair, and practitioner processes, build on the assumption that available test suites are sufficient. There is thus a need to break existing barriers in automatic test case generation. While prior work largely focused on random unit testing inputs, we propose to consider generating test cases that realistically represent complex user execution scenarios, which reveal buggy behaviour. Such scenarios are informally described in bug reports, which should therefore be considered as natural inputs for specifying bug-triggering test cases. In this work, we investigate the feasibility of performing this generation by leveraging large language models (LLMs) and using bug reports as inputs. Our experiments include the use of ChatGPT, as an online service, as well as CodeGPT, a code-related pre-trained LLM that was fine-tuned for our task. Overall, we experimentally show that bug reports associated to up to 50% of Defects4J bugs can prompt ChatGPT to generate an executable test case. We show that even new bug reports can indeed be used as input for generating executable test cases. Finally, we report experimental results which confirm that LLM-generated test cases are immediately useful in software engineering tasks such as fault localization as well as patch validation in automated program repair.",https://scispace.com/paper/automatic-generation-of-test-cases-based-on-bug-reports-a-47f5u0ttb6,2023,Journal Article,arXiv.org,"Laura Plein
Wendkuuni C. Ou'edraogo
Jacques Klein
Tegawend'e F. Bissyand'e",10.48550/arxiv.2310.06320,https://scispace.compdf/automatic-generation-of-test-cases-based-on-bug-reports-a-47f5u0ttb6.pdf,"- **Relevance Score:** 65/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses CodeGPT and ChatGPT to translate bug reports into Java tests; discusses basic prompt design but lacks detailed prompting methods; evaluates test executability and statistical significance; does not explore single vs multi‑model architectures."
ChatUniTest: A Framework for LLM-Based Test Generation,"Unit testing is an essential yet frequently arduous task. Various automated
unit test generation tools have been introduced to mitigate this challenge.
Notably, methods based on large language models (LLMs) have garnered
considerable attention and exhibited promising results in recent years.
Nevertheless, LLM-based tools encounter limitations in generating accurate unit
tests. This paper presents ChatUniTest, an LLM-based automated unit test
generation framework. ChatUniTest incorporates an adaptive focal context
mechanism to encompass valuable context in prompts and adheres to a
generation-validation-repair mechanism to rectify errors in generated unit
tests. Subsequently, we have developed ChatUniTest Core, a common library that
implements core workflow, complemented by the ChatUniTest Toolchain, a suite of
seamlessly integrated tools enhancing the capabilities of ChatUniTest. Our
effectiveness evaluation reveals that ChatUniTest outperforms TestSpark and
EvoSuite in half of the evaluated projects, achieving the highest overall line
coverage. Furthermore, insights from our user study affirm that ChatUniTest
delivers substantial value to various stakeholders in the software testing
domain. ChatUniTest is available at
https://github.com/ZJU-ACES-ISE/ChatUniTest, and the demo video is available at
https://www.youtube.com/watch?v=GmfxQUqm2ZQ.",https://scispace.com/paper/http://arxiv.org/abs/2305.04764v2,2023,Preprint,"","Yinghao Chen
Zehao Hu
Chen Zhi
Junxiao Han
Shuiguang Deng
Jianwei Yin","",http://arxiv.org/pdf/2305.04764v2,"- **Relevance Score:** 65/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses an LLM‑driven framework to generate unit tests, introduces adaptive context prompting, reports coverage improvements over baselines, but does not discuss single vs multi‑model setups."
Chatunitest: A framework for llm-based test generation,"Unit testing is an essential yet frequently arduous task. Various automated unit test generation tools have been introduced to mitigate this challenge. Notably, methods based on large language models (LLMs) have garnered considerable attention and exhibited promising results in recent years. Nevertheless, LLM-based tools encounter limitations in generating accurate unit tests. This paper presents ChatUniTest, an LLM-based automated unit test generation framework. ChatUniTest incorporates an adaptive focal context mechanism to encompass valuable context in prompts and adheres to a generation-validation-repair mechanism to rectify errors in generated unit tests. Subsequently, we have developed ChatUniTest Core, a common library that implements core workflow, complemented by the ChatUniTest Toolchain, a suite of seamlessly integrated tools enhancing the capabilities of ChatUniTest. Our effectiveness evaluation reveals that ChatUniTest outperforms TestSpark and EvoSuite in half of the evaluated projects, achieving the highest overall line coverage. Furthermore, insights from our user study affirm that ChatUniTest delivers substantial value to various stakeholders in the software testing domain. ChatUniTest is available at https://github.com/ZJU-ACES-ISE/ChatUniTest, and the demo video is available at https://www.youtube.com/watch?v=GmfxQUqm2ZQ.",https://scispace.com/paper/chatunitest-a-framework-for-llm-based-test-generation-37jbgz8feq,2024,Journal Article,"","Y. S. Chen
Zhenguo Hu
Chongyang Zhi
Junxiao Han
Shuiguang Deng
J. Q. Yin",10.1145/3663529.3663801,https://arxiv.org/pdf/2305.04764,"- **Relevance Score:** 65/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM to generate unit tests with adaptive context and repair loop; discusses prompt design but without detailed prompting techniques; reports coverage metrics outperforming baselines; does not address single vs multi‑model architecture."
CAT-LM: Training Language Models on Aligned Code And Tests,"Testing is an integral part of the software development process. Yet, writing tests is time-consuming and therefore often neglected. Classical test generation tools such as EvoSuite generate behavioral test suites by optimizing for coverage, but tend to produce tests that are hard to understand. Language models trained on code can generate code that is highly similar to that written by humans, but current models are trained to generate each file separately, as is standard practice in natural language processing, and thus fail to consider the code-under-test context when producing a test file. In this work, we propose the Aligned Code And Tests Language Model (CAT-LM), a GPT-style language model with 2.7 Billion parameters, trained on a corpus of Python and Java projects. We utilize a novel pretraining signal that explicitly considers the mapping between code and test files when available. We also drastically increase the maximum sequence length of inputs to 8,192 tokens, 4x more than typical code generation models, to ensure that the code context is available to the model when generating test code. We analyze its usefulness for realistic applications, showing that sampling with filtering (e.g., by compilability, coverage) allows it to efficiently produce tests that achieve coverage similar to ones written by developers while resembling their writing style. By utilizing the code context, CAT-LM generates more valid tests than even much larger language models trained with more data (CodeGen 16B and StarCoder) and substantially outperforms a recent test-specific model (TeCo) at test completion. Overall, our work highlights the importance of incorporating software-specific insights when training language models for code and paves the way to more powerful automated test generation.",https://scispace.com/paper/cat-lm-training-language-models-on-aligned-code-and-tests-rgunnqksqa,2023,Journal Article,arXiv.org,"Nikitha Rao
Kush Jain
Uri Alon
Claire Le Goues
Vincent J. Hellendoorn",10.48550/arxiv.2310.01602,https://scispace.compdf/cat-lm-training-language-models-on-aligned-code-and-tests-rgunnqksqa.pdf,"- **Relevance Score:** 65/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses a pretrained LLM (CAT-LM) to generate Java/Python tests and reports coverage metrics versus baselines; does not explore prompting techniques; focuses on a single-model setup without detailed multi‑model analysis."
On the Evaluation of Large Language Models in Unit Test Generation,"Unit testing is an essential activity in software development for verifying
the correctness of software components. However, manually writing unit tests is
challenging and time-consuming. The emergence of Large Language Models (LLMs)
offers a new direction for automating unit test generation. Existing research
primarily focuses on closed-source LLMs (e.g., ChatGPT and CodeX) with fixed
prompting strategies, leaving the capabilities of advanced open-source LLMs
with various prompting settings unexplored. Particularly, open-source LLMs
offer advantages in data privacy protection and have demonstrated superior
performance in some tasks. Moreover, effective prompting is crucial for
maximizing LLMs' capabilities. In this paper, we conduct the first empirical
study to fill this gap, based on 17 Java projects, five widely-used open-source
LLMs with different structures and parameter sizes, and comprehensive
evaluation metrics. Our findings highlight the significant influence of various
prompt factors, show the performance of open-source LLMs compared to the
commercial GPT-4 and the traditional Evosuite, and identify limitations in
LLM-based unit test generation. We then derive a series of implications from
our study to guide future research and practical use of LLM-based unit test
generation.",https://scispace.com/paper/http://arxiv.org/abs/2406.18181v2,2024,Preprint,"","Lin Yang
Chen Yang
Shutao Gao
Weijing Wang
Bo Wang
Qihao Zhu
Xiao Chu
Jianyi Zhou
Guangtai Liang
Qianxiang Wang
Junjie Chen","",http://arxiv.org/pdf/2406.18181v2,"- **Relevance Score:** 65/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Provides thorough empirical study of open‑source LLMs for unit test generation and detailed prompt analysis, but lacks a novel generation system and does not explore multi‑model ensembles."
Multi-language Unit Test Generation using LLMs,"Implementing automated unit tests is an important but time consuming activity in software development. Developers dedicate substantial time to writing tests for validating an application and preventing regressions. To support developers in this task, software engineering research over the past few decades has developed many techniques for automating unit test generation. However, despite this effort, usable tools exist for very few programming languages -- mainly Java, C, and C# and, more recently, for Python. Moreover, studies have found that automatically generated tests suffer poor readability and often do not resemble developer-written tests. In this work, we present a rigorous investigation of how large language models (LLMs) can help bridge the gap. We describe a generic pipeline that incorporates static analysis to guide LLMs in generating compilable and high-coverage test cases. We illustrate how the pipeline can be applied to different programming languages, specifically Java and Python, and to complex software requiring environment mocking. We conducted a through empirical study to assess the quality of the generated tests in terms of coverage, mutation score, and test naturalness -- evaluating them on standard as well as enterprise Java applications and a large Python benchmark. Our results demonstrate that LLM-based test generation, when guided by static analysis, can be competitive with, and even outperform, state-of-the-art test-generation techniques in coverage achieved while also producing considerably more natural test cases that developers find easy to read and understand. We also present the results of a user study, conducted with 161 professional developers, that highlights the naturalness characteristics of the tests generated by our approach. ",https://scispace.com/paper/multi-language-unit-test-generation-using-llms-32gu1lf1jov7,2024,Journal Article,"","Rangeet Pan
Myeong-Soo Kim
Rahul Krishna
Raju Pavuluri
Saurabh Sinha",10.48550/arxiv.2409.03093,https://scispace.compdf/multi-language-unit-test-generation-using-llms-32gu1lf1jov7.pdf,"- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to generate multi-language unit tests, includes basic prompting experiments and example test outputs, provides limited quantitative/qualitative evaluation, but does not discuss single vs multi‑model architectures."
Multi-language Unit Test Generation using LLMs,"Implementing automated unit tests is an important but time consuming activity in software development. Developers dedicate substantial time to writing tests for validating an application and preventing regressions. To support developers in this task, software engineering research over the past few decades has developed many techniques for automating unit test generation. However, despite this effort, usable tools exist for very few programming languages -- mainly Java, C, and C# and, more recently, for Python. Moreover, studies have found that automatically generated tests suffer poor readability and often do not resemble developer-written tests. In this work, we present a rigorous investigation of how large language models (LLMs) can help bridge the gap. We describe a generic pipeline that incorporates static analysis to guide LLMs in generating compilable and high-coverage test cases. We illustrate how the pipeline can be applied to different programming languages, specifically Java and Python, and to complex software requiring environment mocking. We conducted a through empirical study to assess the quality of the generated tests in terms of coverage, mutation score, and test naturalness -- evaluating them on standard as well as enterprise Java applications and a large Python benchmark. Our results demonstrate that LLM-based test generation, when guided by static analysis, can be competitive with, and even outperform, state-of-the-art test-generation techniques in coverage achieved while also producing considerably more natural test cases that developers find easy to read and understand. We also present the results of a user study, conducted with 161 professional developers, that highlights the naturalness characteristics of the tests generated by our approach. ",https://scispace.com/paper/multi-language-unit-test-generation-using-llms-32gu1lf1jov7,2024,Journal Article,"","Rangeet Pan
Myeong-Soo Kim
Rahul Krishna
Raju Pavuluri
Saurabh Sinha",10.48550/arxiv.2409.03093,https://scispace.compdf/multi-language-unit-test-generation-using-llms-32gu1lf1jov7.pdf,"- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to generate multi-language unit tests, includes basic prompting experiments and example test outputs, provides limited quantitative evaluation, but does not discuss model ensembles or specific tool integrations."
Generative AI for Test Driven Development: Preliminary Results,"Test Driven Development (TDD) is one of the major practices of Extreme Programming for which incremental testing and refactoring trigger the code development. TDD has limited adoption in the industry, as it requires more code to be developed and experienced developers. Generative AI (GenAI) may reduce the extra effort imposed by TDD. In this work, we introduce an approach to automatize TDD by embracing GenAI either in a collaborative interaction pattern in which developers create tests and supervise the AI generation during each iteration or a fully-automated pattern in which developers only supervise the AI generation at the end of the iterations. We run an exploratory experiment with ChatGPT in which the interaction patterns are compared with the non-AI TDD regarding test and code quality and development speed. Overall, we found that, for our experiment and settings, GenAI can be efficiently used in TDD, but it requires supervision of the quality of the produced code. In some cases, it can even mislead non-expert developers and propose solutions just for the sake of the query. ",https://scispace.com/paper/generative-ai-for-test-driven-development-preliminary-2uf5n0ivfn,2024,Preprint,"","Moritz Mock
Jorge Melegati
Barbara Russo",10.48550/arxiv.2405.10849,https://scispace.compdf/generative-ai-for-test-driven-development-preliminary-2uf5n0ivfn.pdf,"- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses ChatGPT to automate TDD, implements prompting variants, runs developer experiment, but lacks detailed prompting methods, quantitative metrics, and multi‑model discussion."
LLM-based Unit Test Generation for Dynamically-Typed Programs,"",https://scispace.com/paper/llm-based-unit-test-generation-for-dynamically-typed-371wx2t3oah8,2025,Journal Article,arXiv.org,"Runlin Liu
Zhe Zhang
Yunge Hu
Yuhang Lin
Xiang Gao
Hailong Sun",10.48550/arxiv.2503.14000,https://arxiv.org/pdf/2503.14000,"- **Relevance Score:** 58/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM within CodaMosa to generate unit tests, evaluates coverage, but lacks prompting details, multi‑model discussion, and open‑source or extensive case studies."
LLM-based Unit Test Generation via Property Retrieval,"Automated unit test generation has been widely studied, with Large Language Models (LLMs) recently showing significant potential. Moreover, in the context of unit test generation, these tools prioritize high code coverage, often at the expense of practical usability, correctness, and maintainability. In response, we propose Property-Based Retrieval Augmentation, a novel mechanism that extends LLM-based Retrieval-Augmented Generation (RAG) beyond basic vector, text similarity, and graph-based methods. Our approach considers task-specific context and introduces a tailored property retrieval mechanism. Specifically, in the unit test generation task, we account for the unique structure of unit tests by dividing the test generation process into Given, When, and Then phases. When generating tests for a focal method, we not only retrieve general context for the code under test but also consider task-specific context such as pre-existing tests of other methods, which can provide valuable insights for any of the Given, When, and Then phases. This forms property relationships between focal method and other methods, thereby expanding the scope of retrieval beyond traditional RAG. We implement this approach in a tool called APT, which sequentially performs preprocessing, property retrieval, and unit test generation, using an iterative strategy where newly generated tests guide the creation of subsequent ones. We evaluated APT on 12 open-source projects with 1515 methods, and the results demonstrate that APT consistently outperforms existing tools in terms of correctness, completeness, and maintainability of the generated tests. Moreover, we introduce a novel code-context-aware retrieval mechanism for LLMs beyond general context, offering valuable insights and potential applications for other code-related tasks. ",https://scispace.com/paper/llm-based-unit-test-generation-via-property-retrieval-1mss8cowed3x,2024,Journal Article,"","Zhang Zhe
Xingyu Liu
Yuanzhang Lin
Xiang Gao
Sun Hailong
Yuan Yuan",10.48550/arxiv.2410.13542,http://arxiv.org/pdf/2410.13542,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM with property retrieval to generate unit tests; evaluates on 12 projects with correctness and maintainability metrics; lacks prompting methodology and model‑architecture discussion."
"Test Wars: A Comparative Study of SBST, Symbolic Execution, and
  LLM-Based Approaches to Unit Test Generation","Generating tests automatically is a key and ongoing area of focus in software engineering research. The emergence of Large Language Models (LLMs) has opened up new opportunities, given their ability to perform a wide spectrum of tasks. However, the effectiveness of LLM-based approaches compared to traditional techniques such as search-based software testing (SBST) and symbolic execution remains uncertain. In this paper, we perform an extensive study of automatic test generation approaches based on three tools: EvoSuite for SBST, Kex for symbolic execution, and TestSpark for LLM-based test generation. We evaluate tools performance on the GitBug Java dataset and compare them using various execution-based and feature-based metrics. Our results show that while LLM-based test generation is promising, it falls behind traditional methods in terms of coverage. However, it significantly outperforms them in mutation scores, suggesting that LLMs provide a deeper semantic understanding of code. LLM-based approach also performed worse than SBST and symbolic execution-based approaches w.r.t. fault detection capabilities. Additionally, our feature-based analysis shows that all tools are primarily affected by the complexity and internal dependencies of the class under test (CUT), with LLM-based approaches being especially sensitive to the CUT size. ",https://scispace.com/paper/test-wars-a-comparative-study-of-sbst-symbolic-execution-and-62dbyeohs1xu,2025,Journal Article,"","Azat Abdullin
Pouria Derakhshanfar
Annibale Panichella",10.48550/arxiv.2501.10200,https://scispace.compdf/test-wars-a-comparative-study-of-sbst-symbolic-execution-and-62dbyeohs1xu.pdf,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses multiple LLMs (ChatGPT‑4o, others) to generate unit tests and reports coverage/compilation metrics, but lacks detailed prompting methods and does not explore ensemble architectures."
"Unit test generation with GitHub Copilot, A Case Study","",https://scispace.com/paper/LCms8cVP3ccJ,"","","",S Humalajoki,"",https://www.utupub.fi/bitstream/handle/10024/178695/Humalajoki_Sami_opinnayte.pdf?sequence=1,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses GitHub Copilot to generate unit tests and evaluates coverage and fault detection; does not detail prompting techniques; focuses on a single LLM without multi‑model comparison."
A system for automated unit test generation using large language models and assessment of generated test suites,"Unit tests represent the most basic level of testing within the software testing lifecycle and are crucial to ensuring software correctness. Designing and creating unit tests is a costly and labor-intensive process that is ripe for automation. Recently, Large Language Models (LLMs) have been applied to various aspects of software development, including unit test generation. Although several empirical studies evaluating LLMs' capabilities in test code generation exist, they primarily focus on simple scenarios, such as the straightforward generation of unit tests for individual methods. These evaluations often involve independent and small-scale test units, providing a limited view of LLMs' performance in real-world software development scenarios. Moreover, previous studies do not approach the problem at a suitable scale for real-life applications. Generated unit tests are often evaluated via manual integration into the original projects, a process that limits the number of tests executed and reduces overall efficiency. To address these gaps, we have developed an approach for generating and evaluating more real-life complexity test suites. Our approach focuses on class-level test code generation and automates the entire process from test generation to test assessment. In this work, we present AgoneTest: an automated system for generating test suites for Java projects and a comprehensive and principled methodology for evaluating the generated test suites. Starting from a state-of-the-art dataset (i.e., Methods2Test), we built a new dataset for comparing human-written tests with those generated by LLMs. Our key contributions include a scalable automated software system, a new dataset, and a detailed methodology for evaluating test quality.",https://scispace.com/paper/a-system-for-automated-unit-test-generation-using-large-7igz2lvg7lv4,2024,Journal Article,arXiv.org,"Andrea Lops
Fedelucio Narducci
Azzurra Ragone
Michelantonio Trizio
Claudio Bartolini",10.48550/arxiv.2408.07846,https://arxiv.org/pdf/2408.07846?,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to automatically generate class‑level Java test suites; provides a new dataset and quantitative assessment of test quality, but lacks prompting methodology details and discussion of single‑ vs multi‑model architectures."
A large-scale empirical study on fine-tuning large language models for unit testing,"Unit testing plays a pivotal role in software development, improving software quality and reliability. However, generating effective test cases manually is time-consuming, prompting interest in unit testing research. Recently, Large Language Models (LLMs) have shown potential in various unit testing tasks, including test generation, assertion generation, and test evolution, but existing studies are limited in scope and lack a systematic evaluation of the effectiveness of LLMs. To bridge this gap, we present a large-scale empirical study on fine-tuning LLMs for unit testing. Our study involves three unit testing tasks, five benchmarks, eight evaluation metrics, and 37 popular LLMs across various architectures and sizes, consuming over 3,000 NVIDIA A100 GPU hours. We focus on three key research questions: (1) the performance of LLMs compared to state-of-the-art methods, (2) the impact of different factors on LLM performance, and (3) the effectiveness of fine-tuning versus prompt engineering. Our findings reveal that LLMs outperform existing state-of-the-art approaches on all three unit testing tasks across nearly all metrics, highlighting the potential of fine-tuning LLMs in unit testing tasks. Furthermore, large-scale, decoder-only models achieve the best results across tasks, while encoder-decoder models perform better under the same parameter scale. Additionally, the comparison of the performance between fine-tuning and prompt engineering approaches reveals the considerable potential capability of the prompt engineering approach in unit testing tasks. We then discuss the concerned issues on the test generation task, including data leakage issues, bug detection capabilities, and metrics comparisons. Finally, we further pinpoint carious practical guidelines for LLM-based approaches to unit testing tasks in the near future. ",https://scispace.com/paper/a-large-scale-empirical-study-on-fine-tuning-large-language-2rp8zrpwxa0c,2024,Journal Article,"","Ye Shang
Quanjun Zhang
Chunrong Fang
Siqi Gu
Jianyi Zhou
Zhenyu Chen",10.48550/arxiv.2412.16620,https://dl.acm.org/doi/pdf/10.1145/3728951,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Provides large‑scale fine‑tuning study with extensive metrics; includes prompt engineering comparison but lacks a dedicated generation system or multi‑model design."
