"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"HELoC: Hierarchical Contrastive Learning of Source Code Representation","https://scispace.com/paper/heloc-hierarchical-contrastive-learning-of-source-code-c7tahj9l","2022","Posted Content","","","10.48550/arxiv.2203.14285","https://scispace.com/pdf/heloc-hierarchical-contrastive-learning-of-source-code-c7tahj9l.pdf","Abstract syntax trees (ASTs) play a crucial role in source code representation. However, due to the large number of nodes in an AST and the typically deep AST hierarchy, it is challenging to learn the hierarchical structure of an AST effectively. In this paper, we propose HELoC, a hierarchical contrastive learning model for source code representation. To effectively learn the AST hierarchy, we use contrastive learning to allow the network to predict the AST node level and learn the hierarchical relationships between nodes in a self-supervised manner, which makes the representation vectors of nodes with greater differences in AST levels farther apart in the embedding space. By using such vectors, the structural similarities between code snippets can be measured more precisely. In the learning process, a novel GNN (called Residual Self-attention Graph Neural Network, RSGNN) is designed, which enables HELoC to focus on embedding the local structure of an AST while capturing its overall structure. HELoC is self-supervised and can be applied to many source code related downstream tasks such as code classification, code clone detection, and code clustering after pre-training. Our extensive experiments demonstrate that HELoC outperforms the state-of-the-art source code representation models. ","Li et al. as mentioned in this paper proposed HELoC, a hierarchical contrastive learning model for source code representation, which makes the representation vectors of nodes with greater differences in AST levels farther apart in the embedding space."
"A Similarity-based Stacked Deep Learning Architectures for Detection of Software Clones","https://scispace.com/paper/a-similarity-based-stacked-deep-learning-architectures-for-7n120sjcid8z","2024","Journal Article","","Abdullah Sheneamer","10.1109/iceccme62383.2024.10796546","","Reducing duplication and preserving code quality require the detection of software clones, or similar or identical code parts. The accuracy and scalability of conventional clone detection techniques are threatened by the growing complexity and scale of software projects. This study presents a novel formal similarity model that includes various similarity measures to evaluate syntactic and semantic distances across method blocks. A similarity-based stacking deep learning architecture intended to improve software clone detection. Our work is unique in that it uses a variety of similarity scores and measurements as features in layered deep learning to detect code clones based on semantic code features. Our results show that our approach significantly outperforms existing code clone detectors, achieving a 99% success rate in detecting cloned code based on F-score, recall, and precision, and 98-100% accuracy in most cases.","This study proposes a similarity-based stacked deep learning architecture for software clone detection, leveraging various similarity measures and semantic code features to achieve a 99% success rate and 98-100% accuracy, outperforming existing code clone detectors."
"DBSCAN-Based Automatic De-Duplication for Software Quality Inspection Data","https://scispace.com/paper/dbscan-based-automatic-de-duplication-for-software-quality-266nac00","2023","Journal Article","IEEE Access","","10.1109/access.2022.3164192","","Software quality inspection will generate too much data, and removing duplicate data can improve the efficiency of software quality inspection. This paper studies the automatic de-duplication method of software quality inspection data based on density-based spatial clustering of applications with noise (DBSCAN) clustering. Intelligent optimization algorithm is used to generate software quality inspection data by initializing individuals, calculating fitness function value, improving individuals and splitting individuals that meet the conditions. Local linear embedding algorithm is selected to extract software quality inspection data features by searching neighborhood points, calculating reconstruction weight and projection vector. The extracted features are used to select DBSCAN multi-density clustering algorithm of regional division, and the automatic de-duplication of software quality inspection data is realized by grid division, data bin dividing and grid merging. The experimental results show that the precision and recall of this method are higher than 99%, and the resource consumption rate is low, which can effectively improve the efficiency of software quality inspection. ","Wang et al. as discussed by the authors proposed an automatic de-duplication method of software quality inspection data based on density-based spatial clustering of applications with noise (DBSCAN) clustering."
"Practical Binary Code Similarity Detection with BERT-based Transferable Similarity Learning","https://scispace.com/paper/practical-binary-code-similarity-detection-with-bert-based-yrt96k7n","2022","Proceedings Article","Annual Computer Security Applications Conference","Sunwoo Ahn
Hyung Joon Koo
Yunheung Paek","10.1145/3564625.3567975","","Binary code similarity detection (BCSD) serves as a basis for a wide spectrum of applications, including software plagiarism, malware classification, and known vulnerability discovery. However, the inference of contextual meanings of a binary is challenging due to the absence of semantic information available in source codes. Recent advances leverage the benefits of a deep learning architecture into a better understanding of underlying code semantics and the advantages of the Siamese architecture into better BCSD. In this paper, we propose BinShot, a BERT-based similarity learning architecture that is highly transferable for effective BCSD. We tackle the problem of detecting code similarity with one-shot learning (a special case of few-shot learning). To this end, we adopt a weighted distance vector with a binary cross entropy as a loss function on top of BERT. With the prototype of BinShot, our experimental results demonstrate the effectiveness, transferability, and practicality of BinShot, which is robust to detecting the similarity of previously unseen functions. We show that BinShot outperforms the previous state-of-the-art approaches for BCSD.","In this article , BinShot, a BERT-based similarity learning architecture that is highly transferable for effective binary code similarity detection (BCSD), is proposed. But, the performance of BinShot is limited due to the absence of semantic information available in source code."
"AbstractTrace: The Use of Execution Traces to Cluster, Classify, Prioritize, and Optimize a Bloated Test Suite","https://scispace.com/paper/abstracttrace-the-use-of-execution-traces-to-cluster-4unqmd5a98ew","2024","Journal Article","Applied Sciences","Ziad A. Al-Sharif
Clinton Jeffery","10.3390/app142311168","","Due to the incremental and iterative nature of the software testing process, a test suite may become bloated with redundant, overlapping, and similar test cases. This paper aims to optimize a bloated test suite by employing an execution trace that encodes runtime events into a sequence of characters forming a string. A dataset of strings, each of which represents the code coverage and execution behavior of a test case, is analyzed to identify similarities between test cases. This facilitates the de-bloating process by providing a formal mechanism to identify, remove, and reduce extra test cases without compromising software quality. This form of analysis allows for the clustering and classification of test cases based on their code coverage and similarity score. This paper explores three levels of execution traces and evaluates different techniques to measure their similarities. Test cases with the same code coverage should generate the exact string representation of runtime events. Various string similarity metrics are assessed to find the similarity score, which is used to classify, detect, and rank test cases accordingly. Additionally, this paper demonstrates the validity of the approach with two case studies. The first shows how to classify the execution behavior of various test cases, which can provide insight into each test case’s internal behavior. The second shows how to identify similar test cases based on their code coverage. ","This paper proposes AbstractTrace, a method to optimize bloated test suites by analyzing execution traces to cluster, classify, and prioritize test cases based on code coverage and similarity scores, reducing redundant test cases without compromising software quality."
"Research and Implementation of Code Similarity Detection Technology Based on Deep Learning","https://scispace.com/paper/research-and-implementation-of-code-similarity-detection-1mnojkaorf","2023","Journal Article","","Xibao Wu
Wei Zhao
Zhuo Tan
Xinyao Zhang
Wenbai Chen","10.1109/ccis59572.2023.10262836","","To enhance code security and stability, code similarity detection techniques are crucial for identifying known software code vulnerabilities, particularly in open-source code. Traditional code clone detection methods based on Abstract Syntax Tree (AST) have shown limitations in achieving satisfactory results. To address this, researchers have turned to deep neural network models for extracting latent semantic features from code. This paper presents a novel methodology that leverages an enhanced AST to extract semantic information from the source code. A Tree-Long Short-Term Memory (Tree-LSTM) neural network is then utilized to encode the AST into function feature vectors. The similarity between code snippets is determined through cosine similarity calculations on these feature vectors. The experimental results demonstrate the significant advantages of this approach in code similarity detection, enabling effective identification and prevention of known code vulnerabilities. Thus, ensuring software security and stability. ","A novel methodology that leverages an enhanced AST to extract semantic information from the source code by utilizing a Tree-Long Short-Term Memory (Tree-LSTM) neural network to encode the AST into function feature vectors."
"Code Clone Detection based on Event Embedding and Event Dependency","https://scispace.com/paper/code-clone-detection-based-on-event-embedding-and-event-vhzfnglv","2022","Proceedings Article","","","10.1145/3545258.3545277","https://scispace.com/pdf/code-clone-detection-based-on-event-embedding-and-event-vhzfnglv.pdf","The code clone detection method based on semantic similarity has important value in software engineering tasks (e.g., software evolution, software reuse). Traditional code clone detection technologies pay more attention to the similarity of code at the syntax level, and less attention to the semantic similarity of the code. As a result, candidate codes similar in semantics are ignored. To address this issue, we propose a code clone detection method based on semantic similarity. By treating code as a series of interdependent events that occur continuously, we design a model namely EDAM to encode code semantic information based on event embedding and event dependency. The EDAM model uses the event embedding method to model the execution characteristics of program statements and the data dependence information between all statements. In this way, we can embed the program semantic information into a vector and use the vector to detect codes similar in semantics. Experimental results show that the performance of our EDAM model is superior to state-of-the-art open source models for code clone detection. ","Zhang et al. as mentioned in this paper proposed a code clone detection method based on semantic similarity, which treats code as a series of interdependent events that occur continuously, and designs a model to encode code semantic information based on event embedding and event dependency."
"Distributed Representation for Assembly Code","https://scispace.com/paper/distributed-representation-for-assembly-code-4x125lfii3","2023","Journal Article","Computers","Kazuki Yoshida
Kaiyu Suzuki
Tomofumi Matsuzawa","10.3390/computers12110222","","In recent years, the number of similar software products with many common parts has been increasing due to the reuse and plagiarism of source code in the software development process. Pattern matching, which is an existing method for detecting similarity, cannot detect the similarities between these software products and other programs. It is necessary, for example, to detect similarities based on commonalities in both functionality and control structures. At the same time, detailed software analysis requires manual reverse engineering. Therefore, technologies that automatically identify similarities among the arge amounts of code present in software products in advance can reduce these oads. In this paper, we propose a representation earning model to extract feature expressions from assembly code obtained by statically analyzing such code to determine the similarity between software products. We use assembly code to eliminate the dependence on the existence of source code or differences in development anguage. The proposed approach makes use of Asm2Vec, an existing method, that is capable of generating a vector representation that captures the semantics of assembly code. The proposed method also incorporates information on the program control structure. The control structure can be represented by graph data. Thus, we use graph embedding, a graph vector representation method, to generate a representation vector that reflects both the semantics and the control structure of the assembly code. In our experiments, we generated expression vectors from multiple programs and used clustering to verify the accuracy of the approach in classifying similar programs into the same cluster. The proposed method outperforms existing methods that only consider semantics in both accuracy and execution time. ","This paper proposes a representation earning model to extract feature expressions from assembly code obtained by statically analyzing such code to determine the similarity between software products and uses assembly code to eliminate the dependence on the existence of source code or differences in development anguage."
"Unsupervised Machine Learning Approaches for Test Suite Reduction","https://scispace.com/paper/unsupervised-machine-learning-approaches-for-test-suite-26od39exhh","2024","Journal Article","Applied Artificial Intelligence","Anil Sebastian
Hira Naseem
Cagatay Catal","10.1080/08839514.2024.2322336","","Ensuring quality and reliability mandates thorough software testing at every stage of the development cycle. As software systems grow in size, complexity, and functionality, the parallel expansion of the test suite leads to an inefficient utilization of computational power and time, presenting challenges to optimization. Therefore, the Test Suite Reduction (TSR) process is of great importance, contributing to the reduction of time and costs in executing test suites for complex software by minimizing the number of test cases to be executed. Over the past decade, machine learning-based solutions have emerged, demonstrating remarkable effectiveness and efficiency. Recent studies have delved into the application of Machine Learning (ML) in the software testing domain, where the high cost and time consumption associated with data annotation have prompted the use of unsupervised algorithms. In this research, we conducted a Systematic Mapping Study (SMS), examining the types of unsupervised algorithms implemented in developed models and thoroughly exploring the evaluation metrics employed. This study highlighted the prevalence of the K-Means clustering algorithm and the coverage metric for validation in various studies. Additionally, we identified a gap in the literature regarding scalability considerations. Our findings underscore the effective use of unsupervised learning approaches in test suite reduction. ","This study examines unsupervised machine learning approaches for test suite reduction, highlighting the prevalence of K-Means clustering and coverage metrics, and identifying a gap in literature regarding scalability considerations in software testing."
"Code Clone Detection based on Event Embedding and Event Dependency","https://scispace.com/paper/code-clone-detection-based-on-event-embedding-and-event-4ug2uuhdph","2021","Posted Content","arXiv: Software Engineering","Cheng Huang
Hui Zhou
Chunyang Ye
Bingzhuo Li","","http://arxiv.org/pdf/2111.14183.pdf","The code clone detection method based on semantic similarity has important value in software engineering tasks (e.g., software evolution, software reuse). Traditional code clone detection technologies pay more attention to the similarity of code at the syntax level, and less attention to the semantic similarity of the code. As a result, candidate codes similar in semantics are ignored. To address this issue, we propose a code clone detection method based on semantic similarity. By treating code as a series of interdependent events that occur continuously, we design a model namely EDAM to encode code semantic information based on event embedding and event dependency. The EDAM model uses the event embedding method to model the execution characteristics of program statements and the data dependence information between all statements. In this way, we can embed the program semantic information into a vector and use the vector to detect codes similar in semantics. Experimental results show that the performance of our EDAM model is superior to state of-the-art open source models for code clone detection.","Zhang et al. as discussed by the authors proposed a code clone detection method based on semantic similarity, which treats code as a series of interdependent events that occur continuously, and designs a model to encode code semantic information based on event embedding and event dependency."
"Learning Semantic Representation for Binary Code Similarity Detection","https://scispace.com/paper/learning-semantic-representation-for-binary-code-similarity-48faz047s2","2024","Book Chapter","","Donglei Zhang
Hongjian Gao
Shucen Liu
Xiongzhao Zhu","10.1007/978-981-99-7545-7_49","","To avoid the human bias introduced by numerical statistical features and overcome difficulty in cross platform and optimization detection methods, this paper proposes a binary code similarity detection method based on semantic representation generated from deep learning models. This method uses the intermediate representation to eliminate the differences in syntax caused by compilation options. The feature vector of basic block with context semantic information is generated through natural language processing model, and the attention mechanism is introduced into the graph embedding neural network to realize the accurate construction of function features. The results show that this method has better results in accuracy, precision, recall, and F1 value compared to advanced technologies in this field. ","A novel binary code similarity detection method based on semantic representation generated from deep learning models is proposed to overcome human bias and improve accuracy in cross platform and optimization detection methods."
"A Systematic Review of Semantic Clone Detection Techniques in Software Systems","https://scispace.com/paper/a-systematic-review-of-semantic-clone-detection-techniques-3j97yxu88l","2021","Journal Article","","Ajad Kumar
Rashmi Yadav
Kuldeep Kumar","10.1088/1757-899X/1022/1/012074","","Code clones are repeated program structures of significant similarities occurring in a software system. In various studies, it has been found that there is at least 20–30 percent of the code which is duplicated in a software system. These code clones induce software maintenance related difficulties that might lead to bug fixing, bug propagation, etc. that seed accretion of maintenance time, effort, and cost. To achieve better efficiency, it is required to detect all types of clones, i.e., syntactic and semantic clones that exist in a software system. Detection of semantic clones is considered to be a more difficult task in comparison to the syntactic clones because it requires semantic information of the given program rather than a similar structure. To detect semantic clones, techniques based on program dependency graphs, abstract syntax trees, machine learning, deep learning, support vector machines, etc. are very popular. This paper presents a systematic and extensive analysis of clone detection tools and techniques with a special focus laid on semantic clone detection. It also highlights the pros and cons of existing clone detection techniques along with the results viz. precision, recall, etc.","This paper presents a systematic and extensive analysis of clone detection tools and techniques with a special focus laid on semantic clone detection and highlights the pros and cons of existing clone detection techniques along with the results."
"Test Case Reuse Method Based on Deep Semantic Matching","https://scispace.com/paper/test-case-reuse-method-based-on-deep-semantic-matching-29kba905cz","2023","Proceedings Article","","Siqi Gu
Zhibiao Liu
Qiaoqing Liang
Zhimin Deng
Xiangyu Xiao","10.1109/qrs-c60940.2023.00022","","Software testing is a crucial means to ensure the quality and reliability of software, playing an indispensable role in the software development process. The design of test cases is a pivotal process within software testing. Well-designed test cases are a prerequisite for effective software testing, as the quality of test code determines the overall testing quality and effectiveness. With continuous software version iterations, a rich history of test cases accumulates during the testing process. As the functionality of the system grows, the number of required test cases and lines of code also increases, leading to reduced efficiency and longer testing cycles for testers. Test case reuse involves utilizing accumulated historical test cases and related materials for new testing tasks. Leveraging historical test cases effectively to enhance new testing tasks and improve tester efficiency is a significant challenge. In response to the aforementioned issues, this paper proposes and implements a test case reuse method based on deep semantic matching. The method employs natural language processing techniques to extract textual information and vectorize key fields of test cases, establishing a quick retrieval index. Upon receiving a user input describing the testing functionality, the method utilizes deep semantic matching technology to recommend suitable historical test cases. We improve the test case reuse method based on a deep semantic matching model and adopt the negative sampling method to increase the robustness of the model. The method's effectiveness is tested using three datasets from the text matching domain, with the Spearman coefficient as the evaluation metric, demonstrating superior matching performance compared to other baseline algorithms.","The test case reuse method based on a deep semantic matching model is improved and implemented, and the negative sampling method is adopted to increase the robustness of the model."
"Pre-training Code Representation with Semantic Flow Graph for Effective Bug Localization","https://scispace.com/paper/pre-training-code-representation-with-semantic-flow-graph-4jpyvrbzh8","2023","Preprint","","Yuchen Du
Zhongxing Yu","10.48550/arxiv.2308.12773","","Enlightened by the big success of pre-training in natural language processing, pre-trained models for programming languages have been widely used to promote code intelligence in recent years. In particular, BERT has been used for bug localization tasks and impressive results have been obtained. However, these BERT-based bug localization techniques suffer from two issues. First, the pre-trained BERT model on source code does not adequately capture the deep semantics of program code. Second, the overall bug localization models neglect the necessity of large-scale negative samples in contrastive learning for representations of changesets and ignore the lexical similarity between bug reports and changesets during similarity estimation. We address these two issues by 1) proposing a novel directed, multiple-label code graph representation named Semantic Flow Graph (SFG), which compactly and adequately captures code semantics, 2) designing and training SemanticCodeBERT based on SFG, and 3) designing a novel Hierarchical Momentum Contrastive Bug Localization technique (HMCBL). Evaluation results show that our method achieves state-of-the-art performance in bug localization. ","Pre-training code representation with semantic flow graph for effective bug localization achieves state-of-the-art performance by addressing issues with pre-trained BERT models and leveraging the semantic flow graph representation."
