"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Prompt Engineering for Requirements Engineering: A Literature Review and Roadmap","https://scispace.com/paper/prompt-engineering-for-requirements-engineering-a-literature-djinbud6353c","2025","Journal Article","arXiv.org","Kaicheng Huang
Fanyu Wang
Yutan Huang
Chetan Arora","10.48550/arxiv.2507.07682","https://scispace.compdf/prompt-engineering-for-requirements-engineering-a-literature-djinbud6353c.pdf","Advancements in large language models (LLMs) have led to a surge of prompt engineering (PE) techniques that can enhance various requirements engineering (RE) tasks. However, current LLMs are often characterized by significant uncertainty and a lack of controllability. This absence of clear guidance on how to effectively prompt LLMs acts as a barrier to their trustworthy implementation in the RE field. We present the first roadmap-oriented systematic literature review of Prompt Engineering for RE (PE4RE). Following Kitchenham's and Petersen's secondary-study protocol, we searched six digital libraries, screened 867 records, and analyzed 35 primary studies. To bring order to a fragmented landscape, we propose a hybrid taxonomy that links technique-oriented patterns (e.g., few-shot, Chain-of-Thought) to task-oriented RE roles (elicitation, validation, traceability). Two research questions, with five sub-questions, map the tasks addressed, LLM families used, and prompt types adopted, and expose current limitations and research gaps. Finally, we outline a step-by-step roadmap showing how today's ad-hoc PE prototypes can evolve into reproducible, practitioner-friendly workflows.","This literature review synthesizes 35 studies on prompt engineering for requirements engineering, proposing a hybrid taxonomy and roadmap to address uncertainty and lack of controllability in large language models for trustworthy implementation in RE tasks."
"Unlocking the Potential of the Prompt Engineering Paradigm in Software Engineering: A Systematic Literature Review","https://scispace.com/paper/unlocking-the-potential-of-the-prompt-engineering-paradigm-t1qbx95rpv5o","2025","Journal Article","AI","Irdina Wanda Syahputri
Eko K. Budiardjo
Panca O. Hadi Putra","10.3390/ai6090206","","Prompt engineering (PE) has emerged as a transformative paradigm in software engineering (SE), leveraging large language models (LLMs) to support a wide range of SE tasks, including code generation, bug detection, and software traceability. This study conducts a systematic literature review (SLR) combined with a co-citation network analysis of 42 peer-reviewed journal articles to map key research themes, commonly applied PE methods, and evaluation metrics in the SE domain. The results reveal four prominent research clusters: manual prompt crafting, retrieval-augmented generation, chain-of-thought prompting, and automated prompt tuning. These approaches demonstrate notable progress, often matching or surpassing traditional fine-tuning methods in terms of adaptability and computational efficiency. Interdisciplinary collaboration among experts in AI, machine learning, and software engineering is identified as a key driver of innovation. However, several research gaps remain, including the absence of standardized evaluation protocols, sensitivity to prompt brittleness, and challenges in scalability across diverse SE applications. To address these issues, a modular prompt engineering framework is proposed, integrating human-in-the-loop design, automated prompt optimization, and version control mechanisms. Additionally, a conceptual pipeline is introduced to support domain adaptation and cross-domain generalization. Finally, a strategic research roadmap is presented, emphasizing future work on interpretability, fairness, and collaborative development platforms. This study offers a comprehensive foundation and practical insights to advance prompt engineering research tailored to the complex and evolving needs of software engineering. ","This systematic literature review of 42 peer-reviewed articles maps key themes and methods in prompt engineering for software engineering, identifying four prominent approaches and proposing a modular framework to address research gaps and promote innovation."
"Towards Autonomous Testing Agents via Conversational Large Language Models","https://scispace.com/paper/towards-autonomous-testing-agents-via-conversational-large-32ibb8km3v","2023","Journal Article","","Robert Feldt
Sungmin Kang
Jaeseung Yoon
Shin Yoo","10.1109/ase56229.2023.00148","","Software testing is an important part of the development cycle, yet it requires specialized expertise and substantial developer effort to adequately test software. Recent discoveries of the capabilities of large language models (LLMs) suggest that they can be used as automated testing assistants, and thus provide helpful information and even drive the testing process. To highlight the potential of this technology, we present a taxonomy of LLM-based testing agents based on their level of autonomy, and describe how a greater level of autonomy can benefit developers in practice. An example use of LLMs as a testing assistant is provided to demonstrate how a conversational framework for testing can help developers. This also highlights how the often criticized “hallucination” of LLMs can be beneficial for testing. We identify other tangible benefits that LLM-driven testing agents can bestow, and also discuss potential limitations. ","LLM-based testing agents have the potential to automate software testing, providing valuable information and driving the testing process. They can be categorized based on their level of autonomy, and offer tangible benefits such as improved efficiency and reduced development effort."
"Towards Autonomous Testing Agents via Conversational Large Language Models","https://scispace.com/paper/towards-autonomous-testing-agents-via-conversational-large-ubpivf9k","2023","Journal Article","arXiv.org","Robert Feldt
Sungmin Kang
Juyeon Yoon
Shin Yoo","10.48550/arXiv.2306.05152","https://scispace.compdf/towards-autonomous-testing-agents-via-conversational-large-ubpivf9k.pdf","Software testing is an important part of the development cycle, yet it requires specialized expertise and substantial developer effort to adequately test software. The recent discoveries of the capabilities of large language models (LLMs) suggest that they can be used as automated testing assistants, and thus provide helpful information and even drive the testing process. To highlight the potential of this technology, we present a taxonomy of LLM-based testing agents based on their level of autonomy, and describe how a greater level of autonomy can benefit developers in practice. An example use of LLMs as a testing assistant is provided to demonstrate how a conversational framework for testing can help developers. This also highlights how the often criticized hallucination of LLMs can be beneficial while testing. We identify other tangible benefits that LLM-driven testing agents can bestow, and also discuss some potential limitations.","A taxonomy of large language models (LLMs) based on their level of autonomy can be found in this paper , where an example use of LLMs as a testing assistant is provided to demonstrate how a conversational framework for testing can help developers."
"Towards Autonomous Testing Agents via Conversational Large Language
  Models","https://scispace.com/paper/towards-autonomous-testing-agents-via-conversational-large-nlbex98d","2023","Posted Content","","","10.48550/arxiv.2306.05152","http://arxiv.org/pdf/2306.05152","Software testing is an important part of the development cycle, yet it requires specialized expertise and substantial developer effort to adequately test software. The recent discoveries of the capabilities of large language models (LLMs) suggest that they can be used as automated testing assistants, and thus provide helpful information and even drive the testing process. To highlight the potential of this technology, we present a taxonomy of LLM-based testing agents based on their level of autonomy, and describe how a greater level of autonomy can benefit developers in practice. An example use of LLMs as a testing assistant is provided to demonstrate how a conversational framework for testing can help developers. This also highlights how the often criticized hallucination of LLMs can be beneficial while testing. We identify other tangible benefits that LLM-driven testing agents can bestow, and also discuss some potential limitations. ","A taxonomy of large language models (LLMs) based on their level of autonomy can be found in this article , where an example use of LLMs as a testing assistant is provided to demonstrate how a conversational framework for testing can help developers."
"ChatGPT Prompt Patterns for Improving Code Quality, Refactoring, Requirements Elicitation, and Software Design","https://scispace.com/paper/chatgpt-prompt-patterns-for-improving-code-quality-di8yg8w2","2023","Journal Article","arXiv.org","Jules White
Sam Hays
Quchen Fu
Jesse Spencer-Smith
Douglas C. Schmidt","10.48550/arXiv.2303.07839","","This paper presents prompt design techniques for software engineering, in the form of patterns, to solve common problems when using large language models (LLMs), such as ChatGPT to automate common software engineering activities, such as ensuring code is decoupled from third-party libraries and simulating a web application API before it is implemented. This paper provides two contributions to research on using LLMs for software engineering. First, it provides a catalog of patterns for software engineering that classifies patterns according to the types of problems they solve. Second, it explores several prompt patterns that have been applied to improve requirements elicitation, rapid prototyping, code quality, refactoring, and system design.","In this article , the authors present prompt design techniques for software engineering, in the form of patterns, to solve common problems when using large language models (LLMs), such as ChatGPT to automate common software engineering activities, such as ensuring code is decoupled from third-party libraries and simulating a web application API before it is implemented."
"ChatGPT Prompt Patterns for Improving Code Quality, Refactoring,
  Requirements Elicitation, and Software Design","https://scispace.com/paper/chatgpt-prompt-patterns-for-improving-code-quality-393gnvsw","2023","Posted Content","","","10.48550/arxiv.2303.07839","https://scispace.com/pdf/chatgpt-prompt-patterns-for-improving-code-quality-393gnvsw.pdf","This paper presents prompt design techniques for software engineering, in the form of patterns, to solve common problems when using large language models (LLMs), such as ChatGPT to automate common software engineering activities, such as ensuring code is decoupled from third-party libraries and simulating a web application API before it is implemented. This paper provides two contributions to research on using LLMs for software engineering. First, it provides a catalog of patterns for software engineering that classifies patterns according to the types of problems they solve. Second, it explores several prompt patterns that have been applied to improve requirements elicitation, rapid prototyping, code quality, refactoring, and system design. ","In this article , the authors present prompt design techniques for software engineering, in the form of patterns, to solve common problems when using large language models (LLMs), such as ChatGPT to automate common software engineering activities, such as ensuring code is decoupled from third-party libraries and simulating a web application API before it is implemented."
"Unit Test Generation using Generative AI : A Comparative Performance Analysis of Autogeneration Tools","https://scispace.com/paper/unit-test-generation-using-generative-ai-a-comparative-3l42su5m15","2023","Journal Article","arXiv.org","Shreya Bhatia
Tarushi Gandhi
Dhruv Kumar
Pankaj Jalote","10.48550/arxiv.2312.10622","","Generating unit tests is a crucial task in software development, demanding substantial time and effort from programmers. The advent of Large Language Models (LLMs) introduces a novel avenue for unit test script generation. This research aims to experimentally investigate the effectiveness of LLMs, specifically exemplified by ChatGPT, for generating unit test scripts for Python programs, and how the generated test cases compare with those generated by an existing unit test generator (Pynguin). For experiments, we consider three types of code units: 1) Procedural scripts, 2) Function-based modular code, and 3) Class-based code. The generated test cases are evaluated based on criteria such as coverage, correctness, and readability. Our results show that ChatGPT's performance is comparable with Pynguin in terms of coverage. At the same time, ChatGPT's ability to generate tests is superior to Pynguin, as the latter is not able to generate test cases for Category 1. We also find that about 39% and 28% of assertions generated by ChatGPT for Category 2 and 3, respectively, were incorrect. Our results also show that there is minimal overlap in missed statements between ChatGPT and Pynguin, thus, suggesting that a combination of both tools may enhance unit test generation performance. Finally, prompt engineering improved ChatGPT's performance, achieving an average 28% coverage improvement in Category 2 and 15% improvement in Category 3 after about 4 iterations.","This research aims to experimentally investigate the effectiveness of LLMs, specifically exemplified by ChatGPT, for generating unit test scripts for Python programs, and how the generated test cases compare with those generated by an existing unit test generator (Pynguin)."
"Principled Personas: Defining and Measuring the Intended Effects of Persona Prompting on Task Performance","https://scispace.com/paper/principled-personas-defining-and-measuring-the-intended-tj667pnt7zai","2025","Journal Article","arXiv.org","Pedro Henrique Luz de Araujo
Paul Rottger
Dirk Hovy
Benjamin Roth","10.48550/arxiv.2508.19764","https://scispace.compdf/principled-personas-defining-and-measuring-the-intended-tj667pnt7zai.pdf","Expert persona prompting -- assigning roles such as expert in math to language models -- is widely used for task improvement. However, prior work shows mixed results on its effectiveness, and does not consider when and why personas should improve performance. We analyze the literature on persona prompting for task improvement and distill three desiderata: 1) performance advantage of expert personas, 2) robustness to irrelevant persona attributes, and 3) fidelity to persona attributes. We then evaluate 9 state-of-the-art LLMs across 27 tasks with respect to these desiderata. We find that expert personas usually lead to positive or non-significant performance changes. Surprisingly, models are highly sensitive to irrelevant persona details, with performance drops of almost 30 percentage points. In terms of fidelity, we find that while higher education, specialization, and domain-relatedness can boost performance, their effects are often inconsistent or negligible across tasks. We propose mitigation strategies to improve robustness -- but find they only work for the largest, most capable models. Our findings underscore the need for more careful persona design and for evaluation schemes that reflect the intended effects of persona usage.","This study examines the effectiveness of expert persona prompting on task performance, identifying three desiderata: performance advantage, robustness, and fidelity. Results show mixed effects, with sensitivity to irrelevant persona details and inconsistent performance boosts."
"Parameter-Efficient Fine-Tuning of Large Language Models for Unit Test
  Generation: An Empirical Study","https://scispace.com/paper/parameter-efficient-fine-tuning-of-large-language-models-for-35jmfium7g31","2024","Journal Article","","André Storhaug
Jingyue Li","10.48550/arxiv.2411.02462","https://scispace.compdf/parameter-efficient-fine-tuning-of-large-language-models-for-35jmfium7g31.pdf","The advent of large language models (LLMs) like GitHub Copilot has significantly enhanced programmers' productivity, particularly in code generation. However, these models often struggle with real-world tasks without fine-tuning. As LLMs grow larger and more performant, fine-tuning for specialized tasks becomes increasingly expensive. Parameter-efficient fine-tuning (PEFT) methods, which fine-tune only a subset of model parameters, offer a promising solution by reducing the computational costs of tuning LLMs while maintaining their performance. Existing studies have explored using PEFT and LLMs for various code-related tasks and found that the effectiveness of PEFT techniques is task-dependent. The application of PEFT techniques in unit test generation remains underexplored. The state-of-the-art is limited to using LLMs with full fine-tuning to generate unit tests. This paper investigates both full fine-tuning and various PEFT methods, including LoRA, (IA)^3, and prompt tuning, across different model architectures and sizes. We use well-established benchmark datasets to evaluate their effectiveness in unit test generation. Our findings show that PEFT methods can deliver performance comparable to full fine-tuning for unit test generation, making specialized fine-tuning more accessible and cost-effective. Notably, prompt tuning is the most effective in terms of cost and resource utilization, while LoRA approaches the effectiveness of full fine-tuning in several cases. ","This study investigates parameter-efficient fine-tuning (PEFT) methods for unit test generation using large language models, finding that PEFT can deliver comparable performance to full fine-tuning, with prompt tuning being the most cost-effective approach."
"TestWeaver: Execution-aware, Feedback-driven Regression Testing Generation with Large Language Models","https://scispace.com/paper/testweaver-execution-aware-feedback-driven-regression-tcxoflsux875","2025","Journal Article","arXiv.org","Cuong Chi Le
Cuong Duc Van
Tung Duy Vu
Thai Minh Pham Vu
H. N. Phan
H. N. Phan
Tien N. Nguyen","10.48550/arxiv.2508.01255","https://scispace.compdf/testweaver-execution-aware-feedback-driven-regression-tcxoflsux875.pdf","Regression testing ensures that code changes do not unintentionally break existing functionality. While recent advances in large language models (LLMs) have shown promise in automating test generation for regression testing, they often suffer from limited reasoning about program execution, resulting in stagnated coverage growth - a phenomenon known as the coverage plateau. In this paper, we present TestWeaver, a novel LLM-based approach that integrates lightweight program analysis to guide test generation more effectively. TestWeaver introduces three key innovations: (1) it reduces hallucinations and improves focus by supplying the LLM with the backward slice from the target line instead of full program context; (2) it identifies and incorporates close test cases - those that share control-flow similarities with the path to the target line - to provide execution context within the LLM's context window; and (3) it enhances LLM's reasoning with execution in-line annotations that encode variable states as comments along executed paths. By equipping LLMs with these targeted and contextualized inputs, TestWeaver improves coverage-guided test generation and mitigates redundant explorations. Empirical results demonstrate that TestWeaver accelerates code coverage growth and generates more effective regression test cases than existing LLM-based approaches.","TestWeaver, a novel LLM-based approach, integrates lightweight program analysis to guide test generation, reducing hallucinations and improving focus through targeted inputs, and enhances LLM reasoning with execution in-line annotations, accelerating code coverage growth and generating more effective regression test cases."
"AugmenTest: Enhancing Tests with LLM-Driven Oracles","https://scispace.com/paper/augmentest-enhancing-tests-with-llm-driven-oracles-hwrivprk2q92","2025","Journal Article","","Shaker Mahmud Khandaker
Fitsum Meshesha Kifetew
Davide Prandi
Angelo Susi","10.48550/arxiv.2501.17461","https://scispace.compdf/augmentest-enhancing-tests-with-llm-driven-oracles-hwrivprk2q92.pdf","Automated test generation is crucial for ensuring the reliability and robustness of software applications while at the same time reducing the effort needed. While significant progress has been made in test generation research, generating valid test oracles still remains an open problem. To address this challenge, we present AugmenTest, an approach leveraging Large Language Models (LLMs) to infer correct test oracles based on available documentation of the software under test. Unlike most existing methods that rely on code, AugmenTest utilizes the semantic capabilities of LLMs to infer the intended behavior of a method from documentation and developer comments, without looking at the code. AugmenTest includes four variants: Simple Prompt, Extended Prompt, RAG with a generic prompt (without the context of class or method under test), and RAG with Simple Prompt, each offering different levels of contextual information to the LLMs. To evaluate our work, we selected 142 Java classes and generated multiple mutants for each. We then generated tests from these mutants, focusing only on tests that passed on the mutant but failed on the original class, to ensure that the tests effectively captured bugs. This resulted in 203 unique tests with distinct bugs, which were then used to evaluate AugmenTest. Results show that in the most conservative scenario, AugmenTest's Extended Prompt consistently outperformed the Simple Prompt, achieving a success rate of 30\% for generating correct assertions. In comparison, the state-of-the-art TOGA approach achieved 8.2\%. Contrary to our expectations, the RAG-based approaches did not lead to improvements, with performance of 18.2\% success rate for the most conservative scenario. ","AugmenTest, a Large Language Model-driven approach, generates valid test oracles from software documentation, outperforming state-of-the-art TOGA with a 30% success rate, while RAG-based variants show limited improvement."
"ChatAssert: LLM-based Test Oracle Generation with External Tools Assistance","https://scispace.com/paper/chatassert-llm-based-test-oracle-generation-with-external-69tw1rwarycl","2024","Journal Article","IEEE Transactions on Software Engineering","Ishrak Hayet
Adam Scott
Marcelo d’Amorim","10.1109/tse.2024.3519159","","Test oracle generation is an important and challenging problem. Neural-based solutions have been recently proposed for oracle generation but they are still inaccurate. For example, the accuracy of the state-of-the-art technique teco is only 27.5% on its dataset including 3,540 test cases. We propose ChatAssert, a prompt engineering framework designed for oracle generation that uses dynamic and static information to iteratively refine prompts for querying large language models (LLMs). ChatAssert uses code summaries and examples to assist an LLM in generating candidate test oracles, uses a lightweight static analysis to assist the LLM in repairing generated oracles that fail to compile, and uses dynamic information obtained from test runs to help the LLM in repairing oracles that compile but do not pass. Experimental results using an independent publicly-available dataset show that ChatAssert improves the state-of-the-art technique, teco, on key evaluation metrics. For example, it improves Acc@1 by 15%. Overall, results provide initial yet strong evidence that using external tools in the formulation of prompts is an important aid in LLM-based oracle generation.","ChatAssert, a prompt engineering framework, improves LLM-based test oracle generation by 15% using external tools, such as code summaries and static analysis, to refine prompts and repair generated oracles, outperforming state-of-the-art technique teco on key evaluation metrics."
"LLM4TDD: Best Practices for Test Driven Development Using Large Language Models","https://scispace.com/paper/llm4tdd-best-practices-for-test-driven-development-using-7a6yyryndj","2023","Journal Article","arXiv.org","Sanyogita Piya
Allison Sullivan","10.48550/arxiv.2312.04687","https://scispace.compdf/llm4tdd-best-practices-for-test-driven-development-using-7a6yyryndj.pdf","In today's society, we are becoming increasingly dependent on software systems. However, we also constantly witness the negative impacts of buggy software. Program synthesis aims to improve software correctness by automatically generating the program given an outline of the expected behavior. For decades, program synthesis has been an active research field, with recent approaches looking to incorporate Large Language Models to help generate code. This paper explores the concept of LLM4TDD, where we guide Large Language Models to generate code iteratively using a test-driven development methodology. We conduct an empirical evaluation using ChatGPT and coding problems from LeetCode to investigate the impact of different test, prompt and problem attributes on the efficacy of LLM4TDD.","This paper explores the concept of LLM4TDD, where it is guided to generate code iteratively using a test-driven development methodology, and conducts an empirical evaluation using ChatGPT and coding problems from LeetCode to investigate the impact of different test, prompt and problem attributes on the efficacy of LLTDD."
"LLM for Test Script Generation and Migration: Challenges, Capabilities, and Opportunities","https://scispace.com/paper/llm-for-test-script-generation-and-migration-challenges-1eyktb987u","2023","Journal Article","arXiv.org","Shengchen Yu
Chunrong Fang
Yucheng Ling
Chentian Wu
Zhenyu Chen","10.48550/arxiv.2309.13574","","This paper investigates the application of large language models (LLM) in the domain of mobile application test script generation. Test script generation is a vital component of software testing, enabling efficient and reliable automation of repetitive test tasks. However, existing generation approaches often encounter limitations, such as difficulties in accurately capturing and reproducing test scripts across diverse devices, platforms, and applications. These challenges arise due to differences in screen sizes, input modalities, platform behaviors, API inconsistencies, and application architectures. Overcoming these limitations is crucial for achieving robust and comprehensive test automation. By leveraging the capabilities of LLMs, we aim to address these challenges and explore its potential as a versatile tool for test automation. We investigate how well LLMs can adapt to diverse devices and systems while accurately capturing and generating test scripts. Additionally, we evaluate its cross-platform generation capabilities by assessing its ability to handle operating system variations and platform-specific behaviors. Furthermore, we explore the application of LLMs in cross-app migration, where it generates test scripts across different applications and software environments based on existing scripts. Throughout the investigation, we analyze its adaptability to various user interfaces, app architectures, and interaction patterns, ensuring accurate script generation and compatibility. The findings of this research contribute to the understanding of LLMs' capabilities in test automation. Ultimately, this research aims to enhance software testing practices, empowering app developers to achieve higher levels of software quality and development efficiency. ","This paper investigates the application of large language models (LLM) in the domain of mobile application test script generation, and analyzes its adaptability to various user interfaces, app architectures, and interaction patterns, ensuring accurate script generation and compatibility."
"RoleLLM: Benchmarking, Eliciting, and Enhancing Role-Playing Abilities of Large Language Models","https://scispace.com/paper/rolellm-benchmarking-eliciting-and-enhancing-role-playing-5djxzl2pyc","2023","Journal Article","arXiv.org","Zekun Moore Wang
Zhongyuan Peng
Haoran Que
Jiaheng Liu
Wangchunshu Zhou
Yuhan Wu
Hongcheng Guo
Ruitong Gan
Zehao Ni
Man Zhang
Zhaoxiang Zhang
Wanli Ouyang
Ke Xu
Wenhu Chen
Jie Fu
Junran Peng","10.48550/arxiv.2310.00746","https://scispace.compdf/rolellm-benchmarking-eliciting-and-enhancing-role-playing-5djxzl2pyc.pdf","The advent of Large Language Models (LLMs) has paved the way for complex tasks such as role-playing, which enhances user interactions by enabling models to imitate various characters. However, the closed-source nature of state-of-the-art LLMs and their general-purpose training limit role-playing optimization. In this paper, we introduce RoleLLM, a framework to benchmark, elicit, and enhance role-playing abilities in LLMs. RoleLLM comprises four stages: (1) Role Profile Construction for 100 roles; (2) Context-Based Instruction Generation (Context-Instruct) for role-specific knowledge extraction; (3) Role Prompting using GPT (RoleGPT) for speaking style imitation; and (4) Role-Conditioned Instruction Tuning (RoCIT) for fine-tuning open-source models along with role customization. By Context-Instruct and RoleGPT, we create RoleBench, the first systematic and fine-grained character-level benchmark dataset for role-playing with 168,093 samples. Moreover, RoCIT on RoleBench yields RoleLLaMA (English) and RoleGLM (Chinese), significantly enhancing role-playing abilities and even achieving comparable results with RoleGPT (using GPT-4).","RoleLLM is introduced, a framework to benchmark, elicit, and enhance role-playing abilities in LLMs, and creates RoleBench, the first systematic and fine-grained character-level benchmark dataset forrole-playing with 168,093 samples."
"LLM-based Unit Test Generation via Property Retrieval","https://scispace.com/paper/llm-based-unit-test-generation-via-property-retrieval-1mss8cowed3x","2024","Journal Article","","Zhang Zhe
Xingyu Liu
Yuanzhang Lin
Xiang Gao
Sun Hailong
Yuan Yuan","10.48550/arxiv.2410.13542","http://arxiv.org/pdf/2410.13542","Automated unit test generation has been widely studied, with Large Language Models (LLMs) recently showing significant potential. Moreover, in the context of unit test generation, these tools prioritize high code coverage, often at the expense of practical usability, correctness, and maintainability. In response, we propose Property-Based Retrieval Augmentation, a novel mechanism that extends LLM-based Retrieval-Augmented Generation (RAG) beyond basic vector, text similarity, and graph-based methods. Our approach considers task-specific context and introduces a tailored property retrieval mechanism. Specifically, in the unit test generation task, we account for the unique structure of unit tests by dividing the test generation process into Given, When, and Then phases. When generating tests for a focal method, we not only retrieve general context for the code under test but also consider task-specific context such as pre-existing tests of other methods, which can provide valuable insights for any of the Given, When, and Then phases. This forms property relationships between focal method and other methods, thereby expanding the scope of retrieval beyond traditional RAG. We implement this approach in a tool called APT, which sequentially performs preprocessing, property retrieval, and unit test generation, using an iterative strategy where newly generated tests guide the creation of subsequent ones. We evaluated APT on 12 open-source projects with 1515 methods, and the results demonstrate that APT consistently outperforms existing tools in terms of correctness, completeness, and maintainability of the generated tests. Moreover, we introduce a novel code-context-aware retrieval mechanism for LLMs beyond general context, offering valuable insights and potential applications for other code-related tasks. ","This study proposes Property-Based Retrieval Augmentation for LLM-based unit test generation, enhancing Retrieval-Augmented Generation with task-specific context and property retrieval, outperforming existing tools in correctness, completeness, and maintainability of generated tests."
"Learning to Generate Unit Test via Adversarial Reinforcement Learning","https://scispace.com/paper/learning-to-generate-unit-test-via-adversarial-reinforcement-wog3svmcfgy6","2025","Journal Article","arXiv.org","Dongjun Lee
Changho Hwang
Kimin Lee","10.48550/arxiv.2508.21107","https://scispace.compdf/learning-to-generate-unit-test-via-adversarial-reinforcement-wog3svmcfgy6.pdf","Unit testing is a core practice in programming, enabling systematic evaluation of programs produced by human developers or large language models (LLMs). Given the challenges in writing comprehensive unit tests, LLMs have been employed to automate test generation, yet methods for training LLMs to produce high-quality tests remain underexplored. In this work, we propose UTRL, a novel reinforcement learning framework that trains an LLM to generate high-quality unit tests given a programming instruction. Our key idea is to iteratively train two LLMs, the unit test generator and the code generator, in an adversarial manner via reinforcement learning. The unit test generator is trained to maximize a discrimination reward, which reflects its ability to produce tests that expose faults in the code generator's solutions, and the code generator is trained to maximize a code reward, which reflects its ability to produce solutions that pass the unit tests generated by the test generator. In our experiments, we demonstrate that unit tests generated by Qwen3-4B trained via UTRL show higher quality compared to unit tests generated by the same model trained via supervised fine-tuning on human-written ground-truth unit tests, yielding code evaluations that more closely align with those induced by the ground-truth tests. Moreover, Qwen3-4B trained with UTRL outperforms frontier models such as GPT-4.1 in generating high-quality unit tests, highlighting the effectiveness of UTRL in training LLMs for this task.","This work proposes UTRL, a reinforcement learning framework that trains LLMs to generate high-quality unit tests via adversarial training, outperforming supervised fine-tuning and state-of-the-art models like GPT-4.1 in code evaluation and test quality."
"APITestGenie: Automated API Test Generation through Generative AI","https://scispace.com/paper/apitestgenie-automated-api-test-generation-through-3dwylncvw6vu","2024","Journal Article","","André F. G. Pereira
Bruno Lima
João Pascoal Faria","10.48550/arxiv.2409.03838","","Intelligent assistants powered by Large Language Models (LLMs) can generate program and test code with high accuracy, boosting developers' and testers' productivity. However, there is a lack of studies exploring LLMs for testing Web APIs, which constitute fundamental building blocks of modern software systems and pose significant test challenges. Hence, in this article, we introduce APITestGenie, an approach and tool that leverages LLMs to generate executable API test scripts from business requirements and API specifications. In experiments with 10 real-world APIs, the tool generated valid test scripts 57% of the time. With three generation attempts per task, this success rate increased to 80%. Human intervention is recommended to validate or refine generated scripts before integration into CI/CD pipelines, positioning our tool as a productivity assistant rather than a replacement for testers. Feedback from industry specialists indicated a strong interest in adopting our tool for improving the API test process. ","APITestGenie, a tool leveraging Large Language Models, generates executable API test scripts from business requirements and API specifications with 80% success rate after three attempts, positioning it as a productivity assistant for testers."
"Code Agents are State of the Art Software Testers","https://scispace.com/paper/code-agents-are-state-of-the-art-software-testers-2tu70fvdvt","2024","Preprint","","Niels Mündler
Mark Niklas Müller
Jingxuan He
Martin Vechev","10.48550/arxiv.2406.12952","https://scispace.compdf/code-agents-are-state-of-the-art-software-testers-2tu70fvdvt.pdf","Rigorous software testing is crucial for developing and maintaining high-quality code, making automated test generation a promising avenue for both improving software quality and boosting the effectiveness of code generation methods. However, while code generation with Large Language Models (LLMs) is an extraordinarily active research area, test generation remains relatively unexplored. We address this gap and investigate the capability of LLM-based Code Agents for formalizing user issues into test cases. To this end, we propose a novel benchmark based on popular GitHub repositories, containing real-world issues, ground-truth patches, and golden tests. We find that LLMs generally perform surprisingly well at generating relevant test cases with Code Agents designed for code repair exceeding the performance of systems designed specifically for test generation. Further, as test generation is a similar but more structured task than code generation, it allows for a more fine-grained analysis using fail-to-pass rate and coverage metrics, providing a dual metric for analyzing systems designed for code repair. Finally, we find that generated tests are an effective filter for proposed code fixes, doubling the precision of SWE-Agent. ","Code Agents are state-of-the-art software testers that leverage LLMs to generate test cases from user issues. They outperform systems designed specifically for test generation and provide a novel benchmark for evaluating code repair systems."
"HITS: High-coverage LLM-based Unit Test Generation via Method Slicing","https://scispace.com/paper/hits-high-coverage-llm-based-unit-test-generation-via-method-2ty6f9pq8tky","2024","Journal Article","arXiv.org","Zejun Wang
Kaibo Liu
Ge Li
Zhi Jin","10.48550/arxiv.2408.11324","","Large language models (LLMs) have behaved well in generating unit tests for Java projects. However, the performance for covering the complex focal methods within the projects is poor. Complex methods comprise many conditions and loops, requiring the test cases to be various enough to cover all lines and branches. However, existing test generation methods with LLMs provide the whole method-to-test to the LLM without assistance on input analysis. The LLM has difficulty inferring the test inputs to cover all conditions, resulting in missing lines and branches. To tackle the problem, we propose decomposing the focal methods into slices and asking the LLM to generate test cases slice by slice. Our method simplifies the analysis scope, making it easier for the LLM to cover more lines and branches in each slice. We build a dataset comprising complex focal methods collected from the projects used by existing state-of-the-art approaches. Our experiment results show that our method significantly outperforms current test case generation methods with LLMs and the typical SBST method Evosuite regarding both line and branch coverage scores.","This study proposes HITS, a novel LLM-based unit test generation method that decomposes complex methods into slices, enabling better coverage of lines and branches by simplifying analysis scope and leveraging LLM's strengths in input analysis."
